context,current_step,temperature_c,delta_t_hours,voc_v,R0_ohm,v_prev_v,v_batt_v,external_energy_change_kwh,power_kw,current_a,soc_previous,soc_unbounded,soc_new,dyn_eta,soe_previous,soe_new,internal_energy_change_kwh
transition (state_update=True),10,25.0,0.25,51.69045078228715,0.007144912606083093,51.12310457667491,51.12310457667491,-1.021,4.084,79.40561863964685,0.1466329347323672,0.12678153007245546,0.12678153007245546,0.9890241582917931,0.14106088696202396,0.12101932337740615,-1.0323306983354525
transition (state_update=True),11,25.0,0.25,51.563401792463715,0.006112639563767683,51.22622266939282,51.22622266939282,-0.705,2.82,55.16096925941846,0.12678153007245546,0.11299128775760085,0.11299128775760085,0.9934608828868973,0.12101932337740615,0.1071312021802131,-0.7096404218265152
transition (state_update=True),12,25.0,0.25,51.47514424164865,0.005395546963395243,51.135146000703855,51.135146000703855,-0.807,3.228,63.01460134652285,0.11299128775760085,0.09723763742097014,0.09723763742097014,0.993394904551434,0.1071312021802131,0.09129289312922555,-0.8123657533399568
transition (state_update=True),13,25.0,0.25,51.313327913749234,0.004768617581390926,51.040276727425834,51.040276727425834,-0.732,2.928,57.26003011626675,0.09723763742097014,0.08292262989190345,0.08292262989190345,0.9946787472684998,0.09129289312922555,0.07694620024979609,-0.7359159949985407
transition (state_update=True),14,25.0,0.25,50.90563649932142,0.0050205617139025,50.65815090398194,50.65815090398194,-0.629,2.516,49.29440358320118,0.08292262989190345,0.07059902899610315,0.07059902899610315,0.9951383459208338,0.07694620024979609,0.06469345127393043,-0.6320729198893104
transition (state_update=True),15,25.0,0.25,50.55466034580902,0.005237457089668585,50.183703338843856,50.183703338843856,-0.897,3.588,70.82769378615373,0.07059902899610315,0.05289210554956472,0.05289210554956472,0.9926622589405664,0.06469345127393043,0.047209711027661055,-0.9036306074105575
transition (state_update=True),16,25.0,0.25,50.050367166051615,0.005549098942327661,49.83231185354541,49.83231185354541,-0.493,1.972,39.29562524879678,0.05289210554956472,0.043068199237365525,0.043068199237365525,0.9956432824601913,0.047209711027661055,0.037606388411831726,-0.49515726032100416
transition (state_update=True),17,25.0,0.25,49.94581823755957,0.005788544980743659,49.49558023914397,49.49558023914397,-0.969,3.876,77.78085856003156,0.043068199237365525,0.023622984597357635,0.023622984597357635,0.9909854715709309,0.037606388411831726,0.018637498646203475,-0.9778145369416172
transition (state_update=True),18,25.0,0.25,49.88359355071155,0.006317454818951873,49.506854405098075,49.506854405098075,-0.7379127807530588,2.951651123012235,59.63464028002037,0.023622984597357635,0.008714324527352543,0.008714324527352543,0.9924476342060143,0.018637498646203475,0.004112156081401584,-0.7435281775278849
transition (state_update=True),19,25.0,0.25,49.83588583848753,0.006722970372856011,49.83588583848753,49.83588583848753,-0.0,0.0,0.0,0.008714324527352543,0.008714324527352543,0.008714324527352543,1.0,0.004112156081401584,0.004112156081401584,-0.0
transition (state_update=True),20,25.0,0.25,49.83588583848753,0.006722970372856011,49.83588583848753,49.83588583848753,-0.0,0.0,0.0,0.008714324527352543,0.008714324527352543,0.008714324527352543,1.0,0.004112156081401584,0.004112156081401584,-0.0
transition (state_update=True),21,25.0,0.25,49.83588583848753,0.006722970372856011,49.83588583848753,49.83588583848753,-0.0,0.0,0.0,0.008714324527352543,0.008714324527352543,0.008714324527352543,1.0,0.004112156081401584,0.004112156081401584,-0.0
transition (state_update=True),22,25.0,0.25,49.83588583848753,0.006722970372856011,49.83588583848753,49.83588583848753,-0.0,0.0,0.0,0.008714324527352543,0.008714324527352543,0.008714324527352543,1.0,0.004112156081401584,0.004112156081401584,-0.0
transition (state_update=True),23,25.0,0.25,49.83588583848753,0.006722970372856011,49.83588583848753,49.83588583848753,-0.0,0.0,0.0,0.008714324527352543,0.008714324527352543,0.008714324527352543,1.0,0.004112156081401584,0.004112156081401584,-0.0
transition (state_update=True),24,25.0,0.25,49.83588583848753,0.006722970372856011,49.83588583848753,49.83588583848753,-0.0,0.0,0.0,0.008714324527352543,0.008714324527352543,0.008714324527352543,1.0,0.004112156081401584,0.004112156081401584,-0.0
transition (state_update=True),25,25.0,0.25,49.83588583848753,0.006722970372856011,49.83588583848753,49.83588583848753,-0.0,0.0,0.0,0.008714324527352543,0.008714324527352543,0.008714324527352543,1.0,0.004112156081401584,0.004112156081401584,-0.0
transition (state_update=True),26,25.0,0.25,49.83588583848753,0.006722970372856011,49.83588583848753,49.83588583848753,-0.0,0.0,0.0,0.008714324527352543,0.008714324527352543,0.008714324527352543,1.0,0.004112156081401584,0.004112156081401584,-0.0
transition (state_update=True),27,25.0,0.25,49.83588583848753,0.006722970372856011,49.83588583848753,49.83588583848753,-0.0,0.0,0.0,0.008714324527352543,0.008714324527352543,0.008714324527352543,1.0,0.004112156081401584,0.004112156081401584,-0.0
transition (state_update=True),28,25.0,0.25,49.83588583848753,0.006722970372856011,49.83588583848753,49.83588583848753,-0.0,0.0,0.0,0.008714324527352543,0.008714324527352543,0.008714324527352543,1.0,0.004112156081401584,0.004112156081401584,-0.0
transition (state_update=True),29,25.0,0.25,49.83588583848753,0.006722970372856011,49.83588583848753,49.83588583848753,-0.0,0.0,0.0,0.008714324527352543,0.008714324527352543,0.008714324527352543,1.0,0.004112156081401584,0.004112156081401584,-0.0
transition (state_update=True),30,25.0,0.25,49.83588583848753,0.006722970372856011,49.83588583848753,49.83588583848753,-0.0,0.0,0.0,0.008714324527352543,0.008714324527352543,0.008714324527352543,1.0,0.004112156081401584,0.004112156081401584,-0.0
transition (state_update=True),31,25.0,0.25,49.83588583848753,0.006722970372856011,49.92114402551796,49.92114402551796,0.15800000000000003,-0.6320000000000001,-12.68162468403272,0.008714324527352543,0.011884730698360723,0.011884730698360723,0.9982921427644597,0.004112156081401584,0.007198093581401584,0.15773015855678466
transition (state_update=True),32,25.0,0.25,49.84603113823476,0.006636735325004589,50.311336453065735,50.311336453065735,0.875,-3.5,-70.11057275071504,0.011884730698360723,0.029412373886039483,0.029412373886039483,0.990751481720923,0.007198093581401584,0.024262223427356733,0.8669075465058076
transition (state_update=True),33,25.0,0.25,49.902119596435334,0.006159983430299727,50.174420117844996,50.174420117844996,0.556,-2.224,-44.204749004724164,0.029412373886039483,0.04046356113722052,0.04046356113722052,0.9945729214055667,0.024262223427356733,0.03503327162835357,0.5529825443014952
transition (state_update=True),34,25.0,0.25,49.93748339563911,0.005859391137067602,50.33827388480042,50.33827388480042,0.858,-3.432,-68.40138843536684,0.04046356113722052,0.05756390824606223,0.05756390824606223,0.9920380565674835,0.03503327162835357,0.05171194935896779,0.8511686525349008
transition (state_update=True),35,25.0,0.25,50.183420106847855,0.005466875214869306,50.38629005278097,50.38629005278097,0.4670000000000001,-1.8680000000000003,-37.10894029213108,0.05756390824606223,0.066841143319095,0.066841143319095,0.995973707416827,0.05171194935896779,0.06080498422420191,0.4651197213636583
transition (state_update=True),36,25.0,0.25,50.447635761727824,0.005303595877583929,50.549526192718545,50.549526192718545,0.242,-0.968,-19.211575192100756,0.066841143319095,0.0716440371171202,0.0716440371171202,0.9979843444901488,0.06080498422420191,0.06553730135164403,0.24151221136661602
transition (state_update=True),37,25.0,0.25,50.58442217709558,0.005219064946738685,50.47291588678955,50.47291588678955,-0.27,1.08,21.36518541998856,0.0716440371171202,0.06630274076212306,0.06630274076212306,0.9977956397343899,0.06553730135164403,0.060260223425976894,-0.27059649215532067
transition (state_update=True),38,25.0,0.25,50.432302056905264,0.005313071762586634,50.50598811542728,50.50598811542728,0.17499999999999982,-0.6999999999999993,-13.868824253587709,0.06630274076212306,0.06976994682551999,0.06976994682551999,0.9985410431263396,0.060260223425976894,0.06367544185337469,0.17474468254710926
transition (state_update=True),39,25.0,0.25,50.53104808559082,0.005252048935870849,50.81472909118388,50.81472909118388,0.6819999999999999,-2.7279999999999998,-54.01339725826926,0.06976994682551999,0.0832732961400873,0.0832732961400873,0.9944173468860965,0.06367544185337469,0.07700236360202568,0.6781926305763177
transition (state_update=True),40,25.0,0.25,50.91562347406969,0.0050143899879344644,51.33797324415009,51.33797324415009,1.07,-4.28,-84.22754733809178,0.0832732961400873,0.10433018297461025,0.10433018297461025,0.9917731506837674,0.07700236360202568,0.09794229566457774,1.061197271231631
transition (state_update=True),41,25.0,0.25,51.41971317103751,0.004945169514679734,51.63895061077601,51.63895061077601,0.569,-2.276,-44.33365511287199,0.10433018297461025,0.11541359675282825,0.11541359675282825,0.9957544172151951,0.09794229566457774,0.10907327139566943,0.566584263395446
transition (state_update=True),42,25.0,0.25,51.49064701921811,0.0055215070311470694,51.938449911665316,51.938449911665316,1.0469999999999997,-4.187999999999999,-81.10157062576032,0.11541359675282825,0.13568898940926832,0.13568898940926832,0.9913782006738975,0.10907327139566943,0.1294637613653726,1.0379729761055703
transition (state_update=True),43,25.0,0.25,51.62040953221933,0.006575827449281952,51.91312741441637,51.91312741441637,0.5780000000000001,-2.3120000000000003,-44.514227974307104,0.13568898940926832,0.1468175464028451,0.1468175464028451,0.9943613899455467,0.1294637613653726,0.1406836963167608,0.574740883388526
transition (state_update=True),44,25.0,0.25,51.69163229697822,0.007154512412947945,52.073109802676335,52.073109802676335,0.692,-2.768,-53.319846787564586,0.1468175464028451,0.16014750809973627,0.16014750809973627,0.9926741938950129,0.1406836963167608,0.15414165488255185,0.6869305421753489
transition (state_update=True),45,25.0,0.25,51.799674469981724,0.0065487893844200454,52.224245098576404,52.224245098576404,0.8439999999999999,-3.3759999999999994,-64.83192597470888,0.16014750809973627,0.1763554895934135,0.1763554895934135,0.9918702390471461,0.15414165488255185,0.17053947060887936,0.8371384817557912
transition (state_update=True),46,25.0,0.25,51.939711430087094,0.005316982790900576,52.01260783425912,52.01260783425912,0.17900000000000005,-0.7160000000000002,-13.710107224116063,0.1763554895934135,0.1797830163994425,0.1797830163994425,0.998598485882417,0.17053947060887936,0.1740165165702863,0.17874912897295267
transition (state_update=True),47,25.0,0.25,51.96932526169119,0.005056490753642371,51.837499503525244,51.837499503525244,-0.33899999999999997,1.3559999999999999,26.070602041738884,0.1797830163994425,0.1732653658890078,0.1732653658890078,0.9974633929245351,0.1740165165702863,0.1674009325992158,-0.3398620965989151
transition (state_update=True),48,25.0,0.25,51.913012761281024,0.005551832192435409,51.689386511387994,51.689386511387994,-0.522,2.088,40.27972066550016,0.1732653658890078,0.16319543572263276,0.16319543572263276,0.9956922891198521,0.1674009325992158,0.1571907682782737,-0.5242583534130056
transition (state_update=True),49,25.0,0.25,51.826008564643544,0.0063171468850799104,51.671041698311775,51.671041698311775,-0.31699999999999995,1.2679999999999998,24.53114818301508,0.16319543572263276,0.157062648676879,0.157062648676879,0.9970098629891886,0.1571907682782737,0.1509829973025243,-0.31795071620413595
transition (state_update=True),50,25.0,0.25,51.773021284568244,0.006783238700557198,51.30094784525919,51.30094784525919,-0.899,3.596,69.59410690799932,0.157062648676879,0.13966412194987918,0.13966412194987918,0.9908818641911137,0.1509829973025243,0.1333897493619561,-0.9072726351025513
transition (state_update=True),51,25.0,0.25,51.64585038047923,0.006782534341393717,51.404169216741955,51.404169216741955,-0.4570000000000001,1.8280000000000003,35.63286989382456,0.13966412194987918,0.13075590447642305,0.13075590447642305,0.9953204146711344,0.1333897493619561,0.1244039589949466,-0.45914862517011495
transition (state_update=True),52,25.0,0.25,51.588837788649116,0.006319307032773998,51.28986292069811,51.28986292069811,-0.6079999999999999,2.4319999999999995,47.31133752489312,0.13075590447642305,0.11892807009519976,0.11892807009519976,0.9942046597526416,0.1244039589949466,0.11248629826674475,-0.6115441061715305
transition (state_update=True),53,25.0,0.25,51.51313964860929,0.005704259644950388,51.24977987203653,51.24977987203653,-0.5919999999999999,2.3679999999999994,46.16896722187162,0.11892807009519976,0.10738582828973185,0.10738582828973185,0.9948875223220864,0.11248629826674475,0.10087346400926264,-0.5950421396564112
transition (state_update=True),54,25.0,0.25,51.43926930105428,0.005104063071066057,51.163598915425574,51.163598915425574,-0.692,2.768,54.00998808016943,0.10738582828973185,0.0938833312696895,0.0938833312696895,0.9946408572793809,0.10087346400926264,0.08730786673483605,-0.6957285083711645
transition (state_update=True),55,25.0,0.25,51.217797274560766,0.004827653369653465,50.7739410577925,50.7739410577925,-1.1760000000000002,4.704000000000001,91.94036580139338,0.0938833312696895,0.07089823981934115,0.07089823981934115,0.9913339456129104,0.08730786673483605,0.06431478559731298,-1.1862803702065468
transition (state_update=True),56,25.0,0.25,50.56318187005484,0.005232190979179596,49.34669782249322,49.34669782249322,-2.951234462504434,11.804937850017737,232.49993213213418,0.07089823981934115,0.012773256786307606,0.012773256786307606,0.975941307438129,0.06431478559731298,0.006912752622837838,-3.0239876517282585
transition (state_update=True),57,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),58,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),59,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),60,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),61,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),62,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),63,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),64,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),65,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),66,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),67,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),68,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),69,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),70,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),71,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),72,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),73,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),74,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),75,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),76,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),77,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),78,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),79,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),80,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),81,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),82,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),83,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),84,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),85,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),86,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),87,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),88,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),89,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),90,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),91,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),92,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),93,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),94,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),95,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),96,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),97,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),98,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
transition (state_update=True),99,25.0,0.25,49.84887442171618,0.0066125674154124325,49.84887442171618,49.84887442171618,-0.0,0.0,0.0,0.012773256786307606,0.012773256786307606,0.012773256786307606,1.0,0.006912752622837838,0.006912752622837838,-0.0
