timestamp,InstantPower,InstantProdPower,ElectricPower,PhaseVoltage,LineCurrent,WithdrawnActiveEnergyReading,FeedInActiveEnergyReading,ProducedActiveEnergyReading
2025-12-12T09:45:06Z,-1338.0,,,,,,,
2025-12-12T09:44:55Z,-936.0,,,,,,,
2025-12-12T09:45:00Z,78.0,,,,,16405228.0,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:45:11Z,,,50.0,220.0,0.4881,,,
2025-12-12T09:44:57Z,-904.0,,,,,,,
2025-12-12T09:45:00Z,-1201.0,,,,,17623466.0,18238804.0,
2025-12-12T09:45:12Z,,1507.0,,,,,,
2025-12-12T09:44:32Z,,,0.0,233.0,0.0,,,
2025-12-12T09:42:21Z,,,0.0,234.0,0.0,,,
2025-12-12T09:44:30Z,-866.0,,,,,,,
2025-12-12T09:45:08Z,-1192.0,,,,,,,
2025-12-12T09:45:00Z,-817.0,,,,,15628954.0,8660679.0,
2025-12-12T09:44:32Z,,,0.0,233.0,0.0,,,
2025-12-12T09:42:21Z,,,0.0,234.0,0.0,,,
2025-12-12T09:45:27Z,,1223.0,,,,,,
2025-12-12T09:45:30Z,,1275.0,,,,,,
2025-12-12T09:45:25Z,574.0,,,,,,,
2025-12-12T09:45:26Z,831.0,,,,,,,
2025-12-12T09:45:28Z,900.0,,,,,,,
2025-12-12T09:45:31Z,836.0,,,,,,,
2025-12-12T09:45:46Z,1499.0,,,,,,,
2025-12-12T09:45:41Z,,1583.0,,,,,,
2025-12-12T09:45:32Z,,,1.0,223.0,0.0,,,
2025-12-12T09:44:01Z,,,0.0,222.0,0.0,,,
2025-12-12T09:45:50Z,,3003.0,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:45:51Z,,,56.0,220.0,0.4773,,,
2025-12-12T09:45:55Z,,1511.0,,,,,,
2025-12-12T09:46:09Z,1551.0,,,,,,,
2025-12-12T09:46:06Z,-1191.0,,,,,,,
2025-12-12T09:45:32Z,,,1.0,223.0,0.0,,,
2025-12-12T09:45:51Z,,,0.0,222.0,0.0,,,
2025-12-12T09:45:58Z,930.0,,,,,,,
2025-12-12T09:46:07Z,-1258.0,,,,,,,
2025-12-12T09:46:00Z,865.0,,,,,,,
2025-12-12T09:46:10Z,-1177.0,,,,,,,
2025-12-12T09:46:12Z,-1242.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:46:16Z,,,46.0,220.0,0.4685,,,
2025-12-12T09:46:15Z,,1506.0,,,,,,
2025-12-12T09:46:04Z,-629.0,,,,,,,
2025-12-12T09:46:19Z,,1414.0,,,,,,
2025-12-12T09:44:32Z,,,0.0,233.0,0.0,,,
2025-12-12T09:45:41Z,,,0.0,234.0,0.0,,,
2025-12-12T09:46:15Z,965.0,,,,,,,
2025-12-12T09:46:24Z,,1176.0,,,,,,
2025-12-12T09:46:32Z,,1424.0,,,,,,
2025-12-12T09:46:33Z,,1626.0,,,,,,
2025-12-12T09:46:22Z,1202.0,,,,,,,
2025-12-12T09:45:32Z,,,1.0,223.0,0.0,,,
2025-12-12T09:45:51Z,,,0.0,222.0,0.0,,,
2025-12-12T09:46:26Z,1079.0,,,,,,,
2025-12-12T09:46:27Z,1203.0,,,,,,,
2025-12-12T09:46:28Z,1098.0,,,,,,,
2025-12-12T09:46:38Z,,1221.0,,,,,,
2025-12-12T09:46:33Z,888.0,,,,,,,
2025-12-12T09:46:27Z,-658.0,,,,,,,
2025-12-12T09:46:34Z,1004.0,,,,,,,
2025-12-12T09:46:43Z,,1067.0,,,,,,
2025-12-12T09:46:44Z,,1204.0,,,,,,
2025-12-12T09:44:32Z,,,0.0,233.0,0.0,,,
2025-12-12T09:45:41Z,,,0.0,234.0,0.0,,,
2025-12-12T09:46:37Z,832.0,,,,,,,
2025-12-12T09:46:48Z,,1513.0,,,,,,
2025-12-12T09:47:05Z,-1092.0,,,,,,,
2025-12-12T09:47:05Z,,1440.0,,,,,,
2025-12-12T09:47:06Z,-1228.0,,,,,,,
2025-12-12T09:47:08Z,-1033.0,,,,,,,
2025-12-12T09:47:01Z,989.0,,,,,,,
2025-12-12T09:47:10Z,-859.0,,,,,,,
2025-12-12T09:47:10Z,,1144.0,,,,,,
2025-12-12T09:46:55Z,-901.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:47:11Z,,,48.0,216.0,0.397,,,
2025-12-12T09:47:10Z,,,0.0,235.0,0.0,,,
2025-12-12T09:45:41Z,,,0.0,234.0,0.0,,,
2025-12-12T09:47:05Z,1262.0,,,,,,,
2025-12-12T09:47:00Z,-894.0,,,,,,,
2025-12-12T09:47:01Z,-905.0,,,,,,,
2025-12-12T09:47:13Z,,940.0,,,,,,
2025-12-12T09:47:19Z,-922.0,,,,,,,
2025-12-12T09:47:03Z,-882.0,,,,,,,
2025-12-12T09:47:11Z,1542.0,,,,,,,
2025-12-12T09:47:20Z,-865.0,,,,,,,
2025-12-12T09:47:05Z,-903.0,,,,,,,
2025-12-12T09:47:06Z,-877.0,,,,,,,
2025-12-12T09:47:22Z,-922.0,,,,,,,
2025-12-12T09:47:14Z,1453.0,,,,,,,
2025-12-12T09:47:23Z,,860.0,,,,,,
2025-12-12T09:47:25Z,-892.0,,,,,,,
2025-12-12T09:47:16Z,1192.0,,,,,,,
2025-12-12T09:47:10Z,,,0.0,235.0,0.0,,,
2025-12-12T09:45:41Z,,,0.0,234.0,0.0,,,
2025-12-12T09:47:24Z,,1134.0,,,,,,
2025-12-12T09:47:17Z,786.0,,,,,,,
2025-12-12T09:47:27Z,-997.0,,,,,,,
2025-12-12T09:47:33Z,-249.0,,,,,,,
2025-12-12T09:47:28Z,,1525.0,,,,,,
2025-12-12T09:47:31Z,,2954.0,,,,,,
2025-12-12T09:47:26Z,,,1.0,223.0,0.0,,,
2025-12-12T09:45:51Z,,,0.0,222.0,0.0,,,
2025-12-12T09:47:32Z,,3000.0,,,,,,
2025-12-12T09:47:16Z,-578.0,,,,,,,
2025-12-12T09:47:17Z,-623.0,,,,,,,
2025-12-12T09:47:33Z,,2997.0,,,,,,
2025-12-12T09:47:34Z,,3001.0,,,,,,
2025-12-12T09:47:24Z,-1134.0,,,,,,,
2025-12-12T09:47:34Z,,1261.0,,,,,,
2025-12-12T09:47:27Z,-772.0,,,,,,,
2025-12-12T09:47:10Z,,,0.0,235.0,0.0,,,
2025-12-12T09:45:41Z,,,0.0,234.0,0.0,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:47:36Z,,,40.0,217.0,0.5007,,,
2025-12-12T09:47:37Z,,1191.0,,,,,,
2025-12-12T09:47:30Z,-923.0,,,,,,,
2025-12-12T09:47:40Z,-1238.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:47:41Z,,,39.0,220.0,0.3547,,,
2025-12-12T09:47:46Z,-1159.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:47:41Z,,,39.0,220.0,0.3547,,,
2025-12-12T09:47:53Z,-1214.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:47:56Z,,,40.0,220.0,0.3554,,,
2025-12-12T09:47:59Z,-1184.0,,,,,,,
2025-12-12T09:47:58Z,,1173.0,,,,,,
2025-12-12T09:48:00Z,,1384.0,,,,,,
2025-12-12T09:48:02Z,-1210.0,,,,,,,
2025-12-12T09:47:53Z,-1208.0,,,,,,,
2025-12-12T09:48:03Z,-1174.0,,,,,,,
2025-12-12T09:48:05Z,,1465.0,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:48:06Z,,,55.0,218.0,0.5325,,,
2025-12-12T09:47:59Z,-1158.0,,,,,,,
2025-12-12T09:48:21Z,,2997.0,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:48:21Z,,,45.0,218.0,0.4629,,,
2025-12-12T09:48:25Z,,3002.0,,,,,,
2025-12-12T09:48:08Z,-556.0,,,,,,,
2025-12-12T09:48:25Z,-790.0,,,,,,,
2025-12-12T09:48:10Z,-584.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:48:26Z,,,43.0,218.0,0.38,,,
2025-12-12T09:47:10Z,,,0.0,235.0,0.0,,,
2025-12-12T09:48:03Z,,,0.0,236.0,0.0,,,
2025-12-12T09:48:20Z,-620.0,,,,,,,
2025-12-12T09:48:21Z,-595.0,,,,,,,
2025-12-12T09:48:40Z,,2996.0,,,,,,
2025-12-12T09:48:39Z,-943.0,,,,,,,
2025-12-12T09:48:24Z,-568.0,,,,,,,
2025-12-12T09:48:41Z,,3003.0,,,,,,
2025-12-12T09:48:26Z,-595.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:48:41Z,,,44.0,220.0,0.3524,,,
2025-12-12T09:47:10Z,,,0.0,235.0,0.0,,,
2025-12-12T09:48:03Z,,,0.0,236.0,0.0,,,
2025-12-12T09:48:49Z,-1202.0,,,,,,,
2025-12-12T09:48:49Z,,1363.0,,,,,,
2025-12-12T09:48:50Z,-1194.0,,,,,,,
2025-12-12T09:48:42Z,-890.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:48:51Z,,,59.0,222.0,0.364,,,
2025-12-12T09:48:54Z,-1200.0,,,,,,,
2025-12-12T09:48:53Z,,1113.0,,,,,,
2025-12-12T09:48:46Z,-899.0,,,,,,,
2025-12-12T09:48:48Z,-1188.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:48:56Z,,,43.0,220.0,0.4267,,,
2025-12-12T09:48:51Z,-1186.0,,,,,,,
2025-12-12T09:49:00Z,-1190.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:49:01Z,,,40.0,220.0,0.3797,,,
2025-12-12T09:49:05Z,-1201.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:49:06Z,,,46.0,219.0,0.4002,,,
2025-12-12T09:49:09Z,-1196.0,,,,,,,
2025-12-12T09:49:10Z,-1207.0,,,,,,,
2025-12-12T09:49:13Z,-1170.0,,,,,,,
2025-12-12T09:49:16Z,-1201.0,,,,,,,
2025-12-12T09:49:17Z,-1186.0,,,,,,,
2025-12-12T09:49:18Z,-1210.0,,,,,,,
2025-12-12T09:49:20Z,-1193.0,,,,,,,
2025-12-12T09:49:21Z,-1210.0,,,,,,,
2025-12-12T09:49:23Z,-1196.0,,,,,,,
2025-12-12T09:49:24Z,-1201.0,,,,,,,
2025-12-12T09:49:25Z,-1175.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:49:31Z,,,77.0,219.0,0.6091,,,
2025-12-12T09:49:32Z,-1200.0,,,,,,,
2025-12-12T09:49:33Z,-1197.0,,,,,,,
2025-12-12T09:49:36Z,-1202.0,,,,,,,
2025-12-12T09:49:37Z,-1198.0,,,,,,,
2025-12-12T09:49:38Z,-1206.0,,,,,,,
2025-12-12T09:49:39Z,-1171.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:49:36Z,,,40.0,218.0,0.3557,,,
2025-12-12T09:49:51Z,,2952.0,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:49:51Z,,,42.0,222.0,0.3513,,,
2025-12-12T09:50:02Z,-1292.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:50:06Z,,,77.0,220.0,0.4028,,,
2025-12-12T09:50:24Z,,3001.0,,,,,,
2025-12-12T09:50:16Z,-849.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:50:26Z,,,42.0,220.0,0.3538,,,
2025-12-12T09:50:13Z,-727.0,,,,,,,
2025-12-12T09:50:30Z,-1650.0,,,,,,,
2025-12-12T09:50:22Z,-630.0,,,,,,,
2025-12-12T09:49:44Z,,,0.0,233.0,0.0,,,
2025-12-12T09:50:01Z,,,0.0,236.0,0.0,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:50:31Z,,,67.0,220.0,0.566,,,
2025-12-12T09:50:42Z,-1831.0,,,,,,,
2025-12-12T09:50:43Z,-1679.0,,,,,,,
2025-12-12T09:50:36Z,-525.0,,,,,,,
2025-12-12T09:50:46Z,-1329.0,,,,,,,
2025-12-12T09:50:31Z,-715.0,,,,,,,
2025-12-12T09:50:47Z,-1645.0,,,,,,,
2025-12-12T09:50:32Z,-582.0,,,,,,,
2025-12-12T09:50:40Z,-711.0,,,,,,,
2025-12-12T09:50:41Z,-1042.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:50:51Z,,,48.0,221.0,0.4617,,,
2025-12-12T09:49:44Z,,,0.0,233.0,0.0,,,
2025-12-12T09:50:01Z,,,0.0,236.0,0.0,,,
2025-12-12T09:50:36Z,-716.0,,,,,,,
2025-12-12T09:49:44Z,,,0.0,233.0,0.0,,,
2025-12-12T09:50:01Z,,,0.0,236.0,0.0,,,
2025-12-12T09:50:53Z,-1177.0,,,,,,,
2025-12-12T09:50:55Z,,,0.0,228.0,0.0,,,
2025-12-12T09:51:16Z,,,1.0,228.0,0.0,,,
2025-12-12T09:50:55Z,,,0.0,228.0,0.0,,,
2025-12-12T09:51:16Z,,,1.0,228.0,0.0,,,
2025-12-12T09:50:55Z,,,0.0,228.0,0.0,,,
2025-12-12T09:51:26Z,-576.0,,,,,,,
2025-12-12T09:51:28Z,-577.0,,,,,,,
2025-12-12T09:51:45Z,,1217.0,,,,,,
2025-12-12T09:51:40Z,,,0.0,235.0,0.0,,,
2025-12-12T09:50:01Z,,,0.0,236.0,0.0,,,
2025-12-12T09:51:38Z,-871.0,,,,,,,
2025-12-12T09:51:42Z,-996.0,,,,,,,
2025-12-12T09:51:50Z,,1268.0,,,,,,
2025-12-12T09:52:02Z,,2987.0,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:52:00Z,,,55.0,220.0,0.4657,,,
2025-12-12T09:52:08Z,-1324.0,,,,,,,
2025-12-12T09:52:09Z,-1522.0,,,,,,,
2025-12-12T09:52:01Z,-1205.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:52:10Z,,,56.0,222.0,0.4597,,,
2025-12-12T09:52:03Z,-584.0,,,,,,,
2025-12-12T09:52:25Z,,1492.0,,,,,,
2025-12-12T09:52:05Z,-594.0,,,,,,,
2025-12-12T09:52:26Z,,1631.0,,,,,,
2025-12-12T09:51:40Z,,,0.0,235.0,0.0,,,
2025-12-12T09:52:05Z,,,0.0,234.0,0.0,,,
2025-12-12T09:51:16Z,,,1.0,228.0,0.0,,,
2025-12-12T09:50:55Z,,,0.0,228.0,0.0,,,
2025-12-12T09:52:33Z,-1334.0,,,,,,,
2025-12-12T09:52:34Z,-1548.0,,,,,,,
2025-12-12T09:52:38Z,,3045.0,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:52:40Z,,,61.0,222.0,0.4956,,,
2025-12-12T09:52:57Z,,2890.0,,,,,,
2025-12-12T09:52:58Z,,3027.0,,,,,,
2025-12-12T09:52:58Z,-1359.0,,,,,,,
2025-12-12T09:52:59Z,-1607.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:53:00Z,,,61.0,223.0,0.47,,,
2025-12-12T09:53:23Z,-1372.0,,,,,,,
2025-12-12T09:53:24Z,-1556.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:53:25Z,,,57.0,221.0,0.4556,,,
2025-12-12T09:53:30Z,-998.0,,,,,,,
2025-12-12T09:53:31Z,-1390.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:53:30Z,,,56.0,220.0,0.4603,,,
2025-12-12T09:53:48Z,-1082.0,,,,,,,
2025-12-12T09:53:49Z,-1309.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:53:50Z,,,54.0,220.0,0.4983,,,
2025-12-12T09:54:02Z,-1134.0,,,,,,,
2025-12-12T09:54:13Z,-1085.0,,,,,,,
2025-12-12T09:54:14Z,-1313.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:54:15Z,,,56.0,222.0,0.4889,,,
2025-12-12T09:54:38Z,-1068.0,,,,,,,
2025-12-12T09:54:39Z,-1271.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:54:40Z,,,55.0,220.0,0.5019,,,
2025-12-12T09:54:38Z,-1197.0,,,,,,,
2025-12-12T09:55:03Z,-1052.0,,,,,,,
2025-12-12T09:55:04Z,-1227.0,,,,,,,
2025-12-12T09:55:03Z,,1501.0,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:55:05Z,,,58.0,221.0,0.4802,,,
2025-12-12T09:54:34Z,,,1.0,230.0,0.0,,,
2025-12-12T09:54:15Z,,,0.0,228.0,0.0,,,
2025-12-12T09:55:12Z,,2999.0,,,,,,
2025-12-12T09:54:34Z,,,1.0,230.0,0.0,,,
2025-12-12T09:55:12Z,,,0.0,226.0,0.0,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:55:10Z,,,57.0,220.0,0.4807,,,
2025-12-12T09:54:34Z,,,1.0,230.0,0.0,,,
2025-12-12T09:55:12Z,,,0.0,226.0,0.0,,,
2025-12-12T09:55:22Z,,3001.0,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:55:15Z,,,52.0,220.0,0.4611,,,
2025-12-12T09:55:28Z,-1068.0,,,,,,,
2025-12-12T09:55:29Z,-1299.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:55:30Z,,,55.0,222.0,0.4403,,,
2025-12-12T09:55:53Z,-1037.0,,,,,,,
2025-12-12T09:55:45Z,-1152.0,,,,,,,
2025-12-12T09:55:54Z,-1235.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:55:55Z,,,59.0,220.0,0.4814,,,
2025-12-12T09:55:49Z,-1200.0,,,,,,,
2025-12-12T09:56:03Z,,2990.0,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:55:55Z,,,59.0,220.0,0.4814,,,
2025-12-12T09:56:06Z,-1172.0,,,,,,,
2025-12-12T09:56:09Z,,3003.0,,,,,,
2025-12-12T09:56:07Z,-1271.0,,,,,,,
2025-12-12T09:56:12Z,,2998.0,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:56:15Z,,,52.0,222.0,0.4566,,,
2025-12-12T09:56:14Z,-1133.0,,,,,,,
2025-12-12T09:56:17Z,,2646.0,,,,,,
2025-12-12T09:56:17Z,-822.0,,,,,,,
2025-12-12T09:56:20Z,,2319.0,,,,,,
2025-12-12T09:56:18Z,-383.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:56:20Z,,,54.0,220.0,0.4916,,,
2025-12-12T09:56:22Z,-661.0,,,,,,,
2025-12-12T09:56:24Z,,2427.0,,,,,,
2025-12-12T09:56:24Z,-943.0,,,,,,,
2025-12-12T09:56:26Z,,2756.0,,,,,,
2025-12-12T09:56:26Z,-1203.0,,,,,,,
2025-12-12T09:56:28Z,,3045.0,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:56:30Z,,,63.0,222.0,0.4575,,,
2025-12-12T09:56:43Z,-1059.0,,,,,,,
2025-12-12T09:56:44Z,-1319.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:56:45Z,,,74.0,220.0,0.5669,,,
2025-12-12T09:57:08Z,-1035.0,,,,,,,
2025-12-12T09:57:15Z,-290.0,,,,,,,
2025-12-12T09:57:11Z,,2888.0,,,,,,
2025-12-12T09:57:09Z,-1317.0,,,,,,,
2025-12-12T09:57:03Z,-1167.0,,,,,,,
2025-12-12T09:56:10Z,,,1.0,230.0,0.0,,,
2025-12-12T09:56:46Z,,,0.0,228.0,0.0,,,
2025-12-12T09:57:10Z,-1113.0,,,,,,,
2025-12-12T09:57:11Z,-1282.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:57:20Z,,,52.0,220.0,0.4602,,,
2025-12-12T09:57:33Z,-286.0,,,,,,,
2025-12-12T09:57:32Z,,1357.0,,,,,,
2025-12-12T09:57:33Z,,1666.0,,,,,,
2025-12-12T09:57:33Z,-996.0,,,,,,,
2025-12-12T09:57:26Z,-919.0,,,,,,,
2025-12-12T09:57:35Z,-1274.0,,,,,,,
2025-12-12T09:56:10Z,,,1.0,230.0,0.0,,,
2025-12-12T09:56:46Z,,,0.0,228.0,0.0,,,
2025-12-12T09:57:36Z,-1189.0,,,,,,,
2025-12-12T09:57:29Z,-988.0,,,,,,,
2025-12-12T09:57:37Z,-1253.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:57:35Z,,,53.0,220.0,0.4885,,,
2025-12-12T09:57:12Z,,3052.0,,,,,,
2025-12-12T09:57:53Z,,2813.0,,,,,,
2025-12-12T09:57:54Z,,3021.0,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:57:50Z,,,56.0,220.0,0.4557,,,
2025-12-12T09:57:58Z,-1029.0,,,,,,,
2025-12-12T09:57:59Z,-1260.0,,,,,,,
2025-12-12T09:57:44Z,182.0,,,,,,,
2025-12-12T09:57:45Z,-653.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:58:00Z,,,59.0,220.0,0.4597,,,
2025-12-12T09:56:40Z,,,0.0,235.0,0.0,,,
2025-12-12T09:58:03Z,,,82.0,236.0,0.644,,,
2025-12-12T09:57:56Z,-1113.0,,,,,,,
2025-12-12T09:58:23Z,-1051.0,,,,,,,
2025-12-12T09:58:24Z,-1265.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:58:25Z,,,59.0,222.0,0.4851,,,
2025-12-12T09:58:48Z,-1065.0,,,,,,,
2025-12-12T09:58:51Z,,2974.0,,,,,,
2025-12-12T09:58:49Z,-1219.0,,,,,,,
2025-12-12T09:58:52Z,-1192.0,,,,,,,
2025-12-12T09:58:00Z,,,1.0,228.0,0.0,,,
2025-12-12T09:58:53Z,-1271.0,,,,,,,
2025-12-12T09:58:00Z,,,1.0,228.0,0.0,,,
2025-12-12T09:58:56Z,,,0.0,229.0,0.0,,,
2025-12-12T09:58:56Z,-1181.0,,,,,,,
2025-12-12T09:58:57Z,-1270.0,,,,,,,
2025-12-12T09:59:01Z,,2983.0,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:59:05Z,,,43.0,222.0,0.3518,,,
2025-12-12T09:59:13Z,-825.0,,,,,,,
2025-12-12T09:59:14Z,-957.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:59:15Z,,,58.0,220.0,0.3776,,,
2025-12-12T09:59:18Z,-1239.0,,,,,,,
2025-12-12T09:59:21Z,,3026.0,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T09:59:20Z,,,46.0,222.0,0.3987,,,
2025-12-12T09:58:59Z,,3022.0,,,,,,
2025-12-12T09:59:48Z,-1004.0,,,,,,,
2025-12-12T10:00:00Z,-266.0,,,,,53120277.0,6481092.0,
2025-12-12T10:00:00Z,,785.0,,,,,,3501176.0
2025-12-12T10:00:00Z,,1703.0,,,,,,13614083.0
2025-12-12T10:00:00Z,,3075.0,,,,,,20130594.0
2025-12-12T09:59:40Z,,,1.0,228.0,0.0,,,
2025-12-12T09:58:56Z,,,0.0,229.0,0.0,,,
2025-12-12T10:00:00Z,-1393.0,,,,,12201117.0,14546832.0,
2025-12-12T10:00:00Z,,1468.0,,,,,,28469050.0
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T10:00:04Z,,,44.0,220.0,0.4012,,,
2025-12-12T10:00:00Z,-1209.0,,,,,,,
2025-12-12T10:00:00Z,78.0,,,,,16405248.0,,
2025-12-12T10:00:12Z,-293.0,,,,,,,
2025-12-12T10:00:18Z,-1047.0,,,,,,,
2025-12-12T10:00:09Z,-989.0,,,,,,,
2025-12-12T10:00:19Z,-1324.0,,,,,,,
2025-12-12T09:59:40Z,,,1.0,228.0,0.0,,,
2025-12-12T09:58:56Z,,,0.0,229.0,0.0,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T10:00:19Z,,,50.0,218.0,0.5089,,,
2025-12-12T10:00:00Z,-674.0,,,,,15628954.0,8660862.0,
2025-12-12T10:00:24Z,-1022.0,,,,,,,
2025-12-12T10:00:31Z,-287.0,,,,,,,
2025-12-12T10:00:25Z,-1333.0,,,,,,,
2025-12-12T09:58:34Z,,,0.0,233.0,0.0,,,
2025-12-12T10:00:18Z,,,84.0,234.0,0.6379,,,
2025-12-12T09:59:40Z,,,1.0,228.0,0.0,,,
2025-12-12T09:58:56Z,,,0.0,229.0,0.0,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T10:00:29Z,,,53.0,222.0,0.5888,,,
2025-12-12T10:00:20Z,-1205.0,,,,,,,
2025-12-12T10:00:32Z,-1178.0,,,,,,,
2025-12-12T10:00:33Z,-1355.0,,,,,,,
2025-12-12T10:00:27Z,-1072.0,,,,,,,
2025-12-12T09:08:50Z,,,0.0,221.0,0.0,,,
2025-12-12T10:00:34Z,,,57.0,220.0,0.4881,,,
2025-12-12T10:00:39Z,-1200.0,,,,,,,
2025-12-12T10:00:45Z,-1020.0,,,,,,,
2025-12-12T10:00:56Z,-1198.0,,,,,,,
2025-12-12T10:01:02Z,-1208.0,,,,,,,
2025-12-12T10:01:25Z,,1460.0,,,,,,
2025-12-12T10:01:32Z,-1178.0,,,,,,,
2025-12-12T09:59:40Z,,,1.0,228.0,0.0,,,
2025-12-12T10:00:52Z,,,0.0,226.0,0.0,,,
2025-12-12T10:01:45Z,,,1.0,228.0,0.0,,,
2025-12-12T10:00:52Z,,,0.0,226.0,0.0,,,
2025-12-12T10:01:38Z,-1212.0,,,,,,,
2025-12-12T10:01:45Z,,,1.0,228.0,0.0,,,
2025-12-12T10:00:52Z,,,0.0,226.0,0.0,,,
2025-12-12T10:01:51Z,-1204.0,,,,,,,
2025-12-12T10:02:07Z,-249.0,,,,,,,
2025-12-12T10:01:45Z,,,1.0,228.0,0.0,,,
2025-12-12T10:00:52Z,,,0.0,226.0,0.0,,,
2025-12-12T10:01:56Z,-1215.0,,,,,,,
2025-12-12T10:02:08Z,-1205.0,,,,,,,
2025-12-12T10:02:14Z,-1214.0,,,,,,,
2025-12-12T10:00:52Z,,,0.0,226.0,0.0,,,
2025-12-12T10:02:27Z,,,1.0,228.0,0.0,,,
2025-12-12T10:00:52Z,,,0.0,226.0,0.0,,,
