1.898;1.412;0.126;1.898;1.412;0.126;1.898;0.308;0.272;0.588;0.548;0.116;0.112;0.152
2.153;1.541;0.163;2.153;1.541;0.163;2.153;0.352;0.272;0.188;0.772;0.324;0.136;0.496
2.299;1.639;0.191;2.299;1.639;0.191;2.299;0.396;0.208;0.372;0.512;0.176;0.3;0.808
2.461;1.74;0.212;2.461;1.74;0.212;2.461;0.444;0.376;0.176;0.504;0.208;2.028;0.28
2.576;1.796;0.386;2.576;1.796;0.386;2.576;0.708;0.104;0.14;0.536;0.3;3.804;0.264
2.641;1.807;0.383;2.641;1.807;0.383;2.641;0.724;0.74;0.116;1.544;0.076;3.108;0.288
2.668;1.84;0.232;2.668;1.84;0.232;2.668;1.552;0.088;0.148;1.128;0.132;1.748;0.98
2.768;1.891;0.195;2.768;1.891;0.195;2.768;1.904;0.316;0.116;1.724;0.284;0.172;1.24
2.806;1.89;0.203;2.806;1.89;0.203;2.806;1.34;0.072;0.124;2.62;0.064;1.064;1.184
2.875;1.896;0.208;2.875;1.896;0.208;2.875;1.184;0.092;0.512;1.012;0.144;3.132;1.724
2.881;1.89;0.211;2.881;1.89;0.211;2.881;0.86;0.148;0.16;0.656;0.308;1.868;1.68
2.454;1.834;0.226;2.454;1.834;0.226;2.454;0.92;0.388;0.16;0.672;0.148;0.644;1.472
1.486;1.825;0.259;1.486;1.825;0.259;1.486;0.984;0.588;0.444;1.316;0.248;0.264;0.404
2.737;1.746;0.251;2.737;1.746;0.251;2.737;0.504;0.168;0.488;1.484;0.332;0.492;0.312
2.692;1.7;0.258;2.692;1.7;0.258;2.692;1.428;0.136;0.52;0.96;0.068;0.456;0.412
2.622;1.654;0.883;2.622;1.654;0.883;2.622;0.688;0.084;0.488;1.876;0.156;0.488;0.284
1.032;1.601;1.595;1.032;1.601;1.595;1.032;0.608;0.12;0.44;1.416;0.28;0.3;0.264
2.397;1.51;1.554;2.397;1.51;1.554;2.397;0.64;0.128;0.448;0.492;0.064;0.248;0.224
2.238;1.397;1.037;2.238;1.397;1.037;2.238;0.432;0.068;0.328;0.436;0.168;0.2;0.28
2.081;1.289;0.793;2.081;1.289;0.793;2.081;0.592;0.08;0.1;0.528;0.404;0.308;0.816
1.906;1.153;0.786;1.906;1.153;0.786;1.906;0.584;0.124;0.1;0.892;0.228;0.684;0.264
1.74;1.02;0.395;1.74;1.02;0.395;1.74;0.508;0.068;0.1;1.144;0.308;0.488;0.312
1.568;0.893;0.183;1.568;0.893;0.183;1.568;0.544;0.056;0.116;0.52;0.308;0.188;0.38
1.313;0.715;0.207;1.313;0.715;0.207;1.313;0.56;0.136;0.16;0.744;0.06;0.568;0.324
1.036;0.545;0.17;1.036;0.545;0.17;1.036;0.588;0.076;0.136;0.808;0.188;0.476;0.236
0.782;0.393;0.129;0.782;0.393;0.129;0.782;0.484;0.044;0.1;0.508;0.236;0.168;0.204
0.53;0.247;0.097;0.53;0.247;0.097;0.53;0.536;0.128;0.1;0.544;0.064;0.368;0.212
0.306;0.129;0.07;0.306;0.129;0.07;0.306;0.62;0.088;0.1;0.404;0.224;0.18;0.644
0.124;0.046;0.038;0.124;0.046;0.038;0.124;0.464;0.044;0.104;0.5;0.384;0.652;0.708
0.013;0.001;0.007;0.013;0.001;0.007;0.013;0.6;0.104;0.14;0.62;0.12;0.6;1.428
0;0;0;0;0;0;0;1.152;0.108;0.172;0.556;0.316;0.188;1.768
0;0;0;0;0;0;0;0.488;1.044;0.192;0.376;0.268;0.228;1.936
0;0;0;0;0;0;0;0.504;2.556;0.172;0.484;0.196;0.308;1.468
0;0;0;0;0;0;0;1.08;2.12;0.212;0.328;0.388;0.7;1.54
0;0;0;0;0;0;0;0.516;0.696;0.324;0.36;0.356;0.536;1.476
0;0;0;0;0;0;0;0.464;0.38;0.488;0.372;0.28;0.328;1.52
0;0;0;0;0;0;0;0.548;0.38;0.596;2.436;0.7;0.356;0.724
0;0;0;0;0;0;0;0.592;0.92;0.532;2.272;2.028;0.32;0.176
0;0;0;0;0;0;0;0.576;0.84;0.456;1.136;1.144;0.352;0.432
0;0;0;0;0;0;0;1.052;0.208;0.44;0.408;1.4;0.332;1.396
0;0;0;0;0;0;0;0.828;0.172;0.444;0.328;1.284;0.32;1.628
0;0;0;0;0;0;0;0.488;0.208;0.448;0.232;0.288;0.332;0.72
0;0;0;0;0;0;0;0.432;0.24;0.452;0.872;0.7;0.592;0.416
0;0;0;0;0;0;0;0.66;0.504;0.524;0.584;0.444;1.016;0.404
0;0;0;0;0;0;0;0.568;0.296;0.476;0.712;0.708;1.188;0.3
0;0;0;0;0;0;0;0.624;0.292;0.448;0.632;0.744;1.364;0.464
0;0;0;0;0;0;0;0.44;0.3;0.468;0.616;1.728;0.804;0.464
0;0;0;0;0;0;0;0.6;0.228;1.988;0.84;3.524;0.784;0.388
0;0;0;0;0;0;0;0.608;0.204;2.156;0.76;0.884;0.852;0.3
0;0;0;0;0;0;0;0.916;0.216;1.876;0.568;0.896;0.828;0.3
0;0;0;0;0;0;0;0.58;0.072;0.188;0.4;1.504;0.824;0.296
0;0;0;0;0;0;0;0.62;0.068;0.184;0.456;1.376;0.828;0.3
0;0;0;0;0;0;0;0.888;0.14;0.184;0.26;1.272;1.084;0.3
0;0;0;0;0;0;0;0.64;0.092;0.216;0.188;1.208;0.808;0.28
0;0;0;0;0;0;0;1.068;0.068;0.236;0.148;0.688;0.268;0.272
0;0;0;0;0;0;0;1.536;0.092;0.188;0.188;0.144;0.332;0.268
0;0;0;0;0;0;0;0.764;0.1;0.184;0.196;0.144;0.372;0.308
0;0;0;0;0;0;0;0.676;0.08;0.184;0.136;0.32;0.368;0.372
0;0;0;0;0;0;0;0.864;0.096;0.18;0.184;0.116;0.324;0.3
0;0;0;0;0;0;0;0.164;0.088;0.184;0.184;0.196;0.34;0.78
0;0;0;0;0;0;0;0.072;0.068;0.216;0.188;0.38;0.36;1.568
0;0;0;0;0;0;0;0.116;0.08;0.128;0.212;0.176;0.396;0.316
0;0;0;0;0;0;0;0.096;0.128;0.104;0.2;0.116;0.464;0.332
0;0;0;0;0;0;0;0.076;0.048;0.1;0.196;0.312;0.34;0.54
0;0;0;0;0;0;0;0.12;0.064;0.1;0.128;0.236;0.192;1.304
0;0;0;0;0;0;0;0.068;0.132;0.104;0.144;0.188;0.172;0.564
0;0;0;0;0;0;0;0.088;0.072;0.108;0.108;0.292;0.2;0.144
0;0;0;0;0;0;0;0.112;0.06;0.16;0.108;0.172;0.204;0.184
0;0;0;0;0;0;0;0.056;0.1;0.144;0.16;0.184;0.224;0.256
0;0;0;0;0;0;0;0.088;0.088;0.1;0.104;0.372;0.12;0.192
0;0;0;0;0;0;0;0.108;0.072;0.104;0.108;0.116;0.14;0.212
0;0;0;0;0;0;0;0.04;0.084;0.104;0.2;0.096;0.172;0.056
0;0;0;0;0;0;0;0.176;0.092;0.1;0.18;0.284;0.228;0.108
0;0;0;0;0;0;0;0.128;0.092;0.104;0.184;0.124;0.264;0.208
0;0;0;0;0;0;0;0.1;0.096;0.1;0.232;0.092;0.16;0.244
0;0;0;0;0;0;0;0.172;0.12;0.1;0.188;0.292;0.128;0.164
0;0;0;0;0;0;0;0.16;0.064;0.104;0.116;0.212;0.14;0.088
0;0;0;0;0;0;0;0.196;0.072;0.1;0.128;0.172;0.148;0.052
0;0;0;0;0;0;0;0.088;0.132;0.1;0.196;0.352;0.14;0.116
0;0;0;0;0;0;0;0.076;0.048;0.104;0.124;0.116;0.1;0.18
0;0;0;0;0;0;0;0.12;0.06;0.1;0.104;0.296;0.124;0.244
0;0;0;0;0;0;0;0.04;0.136;0.1;0.248;1.184;0.116;0.464
0;0;0;0;0;0;0;0.112;0.468;0.096;0.304;0.704;0.132;1.948
0;0;0;0;0;0;0;0.076;0.188;0.108;0.148;0.164;0.144;0.884
0;0;0;0;0;0;0;0.064;0.244;0.156;0.252;0.32;0.156;0.452
0;0;0;0;0;0;0;0.108;0.176;0.156;0.948;0.22;0.092;0.508
0;0;0;0;0;0;0;0.056;0.072;0.104;0.352;0.152;0.156;0.428
0;0;0;0;0;0;0;0.096;0.064;0.144;0.536;0.308;0.716;0.104
0;0;0;0;0;0;0;0.156;0.124;0.192;0.304;0.136;0.664;0.056
0.012;0.005;0.001;0.012;0.005;0.001;0.012;0.412;0.08;0.172;0.172;0.236;0.648;0.2
0.08;0.169;0.009;0.08;0.169;0.009;0.08;0.428;0.06;0.144;0.196;1.088;0.652;0.164
0.749;0.612;0.026;0.749;0.612;0.026;0.749;0.184;0.12;0.096;0.304;0.864;0.64;0.192
1.197;0.864;0.036;1.197;0.864;0.036;1.197;0.424;0.076;0.096;0.596;0.656;0.632;0.22
1.342;1.133;0.046;1.342;1.133;0.046;1.342;0.148;0.076;0.096;0.212;0.532;0.676;0.104
1.194;1.318;0.057;1.194;1.318;0.057;1.194;0.088;0.092;0.1;0.232;0.26;0.856;0.112
1.989;1.458;0.07;1.989;1.458;0.07;1.989;0.152;0.088;0.096;0.348;0.148;2.612;0.2
2.207;1.58;0.089;2.207;1.58;0.089;2.207;0.172;0.076;0.096;0.572;0.292;2.5;0.2
2.367;1.678;0.117;2.367;1.678;0.117;2.367;0.336;0.076;0.1;2.032;0.204;0.78;0.436
2.526;1.761;0.134;2.526;1.761;0.134;2.526;0.48;0.1;0.1;0.672;0.052;0.22;0.32
2.604;1.847;0.165;2.604;1.847;0.165;2.604;0.44;0.076;0.124;1.708;0.224;0.16;0.272
2.679;1.939;0.413;2.679;1.939;0.413;2.679;0.928;0.068;0.184;2.048;0.204;0.14;0.308
2.802;2.008;0.382;2.802;2.008;0.382;2.802;0.896;0.108;0.204;3.628;0.06;0.2;0.264
2.873;2.033;0.243;2.873;2.033;0.243;2.873;0.504;0.08;0.188;3.496;0.208;1.852;0.204
2.949;2.055;0.092;2.949;2.055;0.092;2.949;0.552;0.076;0.148;3.096;0.216;2.316;0.216
2.98;2.08;0.133;2.98;2.08;0.133;2.98;0.48;0.096;0.156;2.56;0.112;0.864;0.216
2.996;2.064;0.142;2.996;2.064;0.142;2.996;2.032;0.08;0.148;1.248;0.28;0.908;0.648
2.997;2.052;0.153;2.997;2.052;0.153;2.997;2.184;0.076;0.224;0.5;0.312;1.124;0.736
2.971;2.026;0.156;2.971;2.026;0.156;2.971;1.664;0.088;0.452;1.168;0.104;4.3;0.46
2.953;1.99;0.156;2.953;1.99;0.156;2.953;1.244;0.088;0.448;0.924;0.192;3.016;0.312
2.914;1.942;0.161;2.914;1.942;0.161;2.914;0.492;0.076;0.448;0.404;0.236;0.36;0.244
2.873;1.888;0.188;2.873;1.888;0.188;2.873;0.308;0.076;0.66;0.612;0.052;1.552;0.216
2.795;1.807;0.578;2.795;1.807;0.578;2.795;0.708;0.1;0.12;0.428;0.188;0.976;0.28
2.657;1.725;1.618;2.657;1.725;1.618;2.657;0.472;0.076;0.168;0.308;0.232;1.74;0.332
2.531;1.611;1.633;2.531;1.611;1.633;2.531;0.528;0.076;0.152;0.308;0.06;0.26;0.516
2.361;1.489;1.141;2.361;1.489;1.141;2.361;0.492;0.1;0.108;0.4;0.184;0.144;0.228
2.228;1.372;0.83;2.228;1.372;0.83;2.228;0.392;0.504;0.244;0.42;0.292;0.372;0.08
2.041;1.241;0.837;2.041;1.241;0.837;2.041;0.512;0.668;0.4;0.42;0.188;0.148;0.06
1.823;1.075;0.432;1.823;1.075;0.432;1.823;0.528;0.756;0.256;0.416;0.372;0.132;0.132
1.633;0.929;0.214;1.633;0.929;0.214;1.633;0.372;0.928;0.108;0.576;0.372;0.14;0.216
1.4;0.766;0.246;1.4;0.766;0.246;1.4;0.496;0.688;0.268;0.588;0.052;0.104;0.24
1.158;0.603;0.145;1.158;0.603;0.145;1.158;0.528;0.784;0.312;0.708;0.168;0.112;0.252
0.899;0.437;0.12;0.899;0.437;0.12;0.899;0.416;1.456;0.164;1.392;0.304;0.104;0.252
0.646;0.281;0.093;0.646;0.281;0.093;0.646;0.44;1.2;0.096;1.028;0.3;0.128;0.152
0.392;0.153;0.068;0.392;0.153;0.068;0.392;0.52;1.024;0.1;1.404;0.152;0.156;0.388
0.178;0.056;0.042;0.178;0.056;0.042;0.178;0.492;0.92;0.132;0.572;0.3;0.236;0.856
0.028;0.004;0.01;0.028;0.004;0.01;0.028;0.384;0.928;0.176;0.708;0.164;0.208;0.208
0;0;0;0;0;0;0;0.504;1.276;0.156;0.472;0.2;0.244;0.196
0;0;0;0;0;0;0;0.508;1.164;0.232;0.456;0.336;0.244;0.172
0;0;0;0;0;0;0;0.372;1.468;0.264;1.972;0.124;0.26;0.224
0;0;0;0;0;0;0;0.484;1.304;0.436;2.184;0.272;0.208;0.32
0;0;0;0;0;0;0;0.516;0.808;0.476;1.536;1.148;1.136;2.172
0;0;0;0;0;0;0;0.464;1.048;0.588;1.676;1.08;0.448;1.172
0;0;0;0;0;0;0;0.788;1.048;0.532;1.832;1.168;0.392;0.812
0;0;0;0;0;0;0;1.244;1.176;0.432;1.792;1.44;0.332;0.624
0;0;0;0;0;0;0;0.976;0.272;0.436;1.428;1.252;0.424;0.3
0;0;0;0;0;0;0;1.436;0.16;0.436;0.792;1.824;0.94;0.136
0;0;0;0;0;0;0;0.852;0.132;0.432;0.476;3.228;1.804;0.252
0;0;0;0;0;0;0;1.544;0.212;0.5;0.296;1.28;0.656;1.588
0;0;0;0;0;0;0;1.416;1.844;0.5;0.212;0.232;0.4;0.444
0;0;0;0;0;0;0;1.344;2.072;0.46;0.292;0.668;0.336;0.328
0;0;0;0;0;0;0;1.656;1.132;1.488;0.212;0.452;0.336;0.456
0;0;0;0;0;0;0;1.24;0.116;2.4;0.248;0.38;0.34;0.476
0;0;0;0;0;0;0;0.68;0.088;2.292;0.648;3.312;0.344;0.42
0;0;0;0;0;0;0;0.624;0.6;0.2;1.04;1.076;0.352;0.544
0;0;0;0;0;0;0;0.604;0.14;0.208;0.428;1.56;0.352;0.316
0;0;0;0;0;0;0;1.568;0.096;0.26;0.912;2.228;0.408;0.3
0;0;0;0;0;0;0;0.572;0.264;0.244;0.456;0.552;0.688;0.284
0;0;0;0;0;0;0;0.768;0.16;0.196;0.512;0.256;0.608;0.248
0;0;0;0;0;0;0;0.856;0.096;0.196;0.272;0.34;0.404;0.328
0;0;0;0;0;0;0;1.176;0.136;0.2;0.3;0.252;0.416;0.404
0;0;0;0;0;0;0;0.856;0.14;0.248;0.316;0.14;0.632;0.296
0;0;0;0;0;0;0;0.668;0.064;0.28;0.272;0.328;0.948;0.288
0;0;0;0;0;0;0;0.592;0.084;0.16;0.332;0.304;0.928;0.24
0;0;0;0;0;0;0;0.16;0.132;0.108;0.216;0.22;0.856;0.208
0;0;0;0;0;0;0;0.092;0.084;0.112;0.172;0.384;0.812;0.228
0;0;0;0;0;0;0;0.112;0.052;0.108;0.228;0.24;0.8;0.292
0;0;0;0;0;0;0;0.072;0.112;0.112;0.232;0.08;0.928;0.372
0;0;0;0;0;0;0;0.064;0.108;0.108;0.236;0.248;1.052;0.832
0;0;0;0;0;0;0;0.104;0.068;0.104;0.296;0.228;0.968;1.56
0;0;0;0;0;0;0;0.092;0.072;0.104;0.212;0.08;0.876;0.2
0;0;0;0;0;0;0;0.052;0.124;0.104;0.2;0.272;0.928;0.248
